,carat,cut,color,clarity,depth,table,x,y,z,price_predict,price_predicted
1622,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,8174.0,8174.0
1623,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,1083.0,1083.0
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,4215.0,4215.0
1625,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3877.0,3877.0
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,5153.0,5153.0
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,5167.0,5167.0
1628,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,4139.0,4139.0
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3791.0,3791.0
1630,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,4370.0,4370.0
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3465.0,3465.0
1632,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,3277.0,3277.0
1633,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,660.0,660.0
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,-245.0,-245.0
1635,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,1003.0,1003.0
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,12087.0,12087.0
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,292.0,292.0
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1849.0,1849.0
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,14491.0,14491.0
1640,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3774.0,3774.0
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,277.0,277.0
1642,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,1297.0,1297.0
1643,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5515.0,5515.0
1644,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,2169.0,2169.0
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,-931.0,-931.0
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,6623.0,6623.0
1647,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,6820.0,6820.0
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,2535.0,2535.0
1649,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,6593.0,6593.0
1650,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,4446.0,4446.0
1651,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,755.0,755.0
1652,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,1749.0,1749.0
1653,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,-68.0,-68.0
1654,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,14485.0,14485.0
1655,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1213.0,1213.0
1656,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,664.0,664.0
1657,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,15764.0,15764.0
1658,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,888.0,888.0
1659,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,7213.0,7213.0
1660,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,2440.0,2440.0
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,611.0,611.0
1662,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,4469.0,4469.0
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,-97.0,-97.0
1664,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,8087.0,8087.0
1665,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,11094.0,11094.0
1666,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2553.0,2553.0
1667,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,583.0,583.0
1668,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,14621.0,14621.0
1669,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,1155.0,1155.0
1670,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,545.0,545.0
1671,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,773.0,773.0
1672,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,3167.0,3167.0
1673,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,967.0,967.0
1674,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,10414.0,10414.0
1675,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,3981.0,3981.0
1676,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,280.0,280.0
1677,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,569.0,569.0
1678,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,4915.0,4915.0
1679,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,7258.0,7258.0
1680,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,271.0,271.0
1681,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,3461.0,3461.0
1682,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,2945.0,2945.0
1683,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4718.0,4718.0
1684,0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,3950.0,3950.0
1685,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,1409.0,1409.0
1686,1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,8796.0,8796.0
1687,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1177.0,1177.0
1688,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,12215.0,12215.0
1689,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,-1132.0,-1132.0
1690,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2627.0,2627.0
1691,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,1400.0,1400.0
1692,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,14989.0,14989.0
1693,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,1921.0,1921.0
1694,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,6218.0,6218.0
1695,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,7916.0,7916.0
1696,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,813.0,813.0
1697,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,11061.0,11061.0
1698,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,-521.0,-521.0
1699,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,8517.0,8517.0
1700,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,9991.0,9991.0
1701,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,8850.0,8850.0
1702,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,-71.0,-71.0
1703,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,-61.0,-61.0
1704,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,5208.0,5208.0
1705,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,1260.0,1260.0
1706,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,7027.0,7027.0
1707,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,13144.0,13144.0
1708,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,14638.0,14638.0
1709,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,11689.0,11689.0
1710,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,7639.0,7639.0
1711,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,319.0,319.0
1712,0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,697.0,697.0
1713,1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,6358.0,6358.0
1714,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,2143.0,2143.0
1715,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,311.0,311.0
1716,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,3882.0,3882.0
1717,1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,7917.0,7917.0
1718,1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,6987.0,6987.0
1719,0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,-441.0,-441.0
1720,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,15073.0,15073.0
1721,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,963.0,963.0
1722,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,636.0,636.0
1723,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,1004.0,1004.0
1724,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,14573.0,14573.0
1725,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,-154.0,-154.0
1726,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,3753.0,3753.0
1727,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,2382.0,2382.0
1728,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,9740.0,9740.0
1729,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,14697.0,14697.0
1730,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,601.0,601.0
1731,1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,7734.0,7734.0
1732,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,13939.0,13939.0
1733,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,477.0,477.0
1734,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,191.0,191.0
1735,0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,1043.0,1043.0
1736,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,653.0,653.0
1737,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,5423.0,5423.0
1738,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,5095.0,5095.0
1739,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,7969.0,7969.0
1740,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,3786.0,3786.0
1741,0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,1876.0,1876.0
1742,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,6541.0,6541.0
1743,0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,1153.0,1153.0
1744,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,7700.0,7700.0
1745,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,923.0,923.0
1746,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,5704.0,5704.0
1747,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,11141.0,11141.0
1748,1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,10267.0,10267.0
1749,1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,5305.0,5305.0
1750,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,131.0,131.0
1751,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,8215.0,8215.0
1752,1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,10443.0,10443.0
1753,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,2315.0,2315.0
1754,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,4611.0,4611.0
1755,0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,4161.0,4161.0
1756,0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,2041.0,2041.0
1757,0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,21.0,21.0
1758,0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,1538.0,1538.0
1759,0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,4776.0,4776.0
1760,0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,961.0,961.0
1761,3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,21701.0,21701.0
1762,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,1077.0,1077.0
1763,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,2578.0,2578.0
1764,0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,1114.0,1114.0
1765,1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,6860.0,6860.0
1766,1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,5485.0,5485.0
1767,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,1061.0,1061.0
1768,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,4295.0,4295.0
1769,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2991.0,2991.0
1770,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,5638.0,5638.0
1771,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,3000.0,3000.0
1772,0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,2880.0,2880.0
1773,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,921.0,921.0
1774,0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,1355.0,1355.0
1775,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,5650.0,5650.0
1776,1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,6233.0,6233.0
1777,1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,6521.0,6521.0
1778,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,1580.0,1580.0
1779,0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,2167.0,2167.0
1780,0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,5152.0,5152.0
1781,0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,397.0,397.0
1782,0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,4217.0,4217.0
1783,0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,-28.0,-28.0
1784,0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,1862.0,1862.0
1785,1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,5439.0,5439.0
1786,0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,5558.0,5558.0
1787,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1042.0,1042.0
1788,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,14187.0,14187.0
1789,0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,1669.0,1669.0
1790,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,813.0,813.0
1791,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,612.0,612.0
1792,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,2283.0,2283.0
1793,0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,4993.0,4993.0
1794,0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,304.0,304.0
1795,0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,-374.0,-374.0
1796,1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,6371.0,6371.0
1797,0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,1823.0,1823.0
1798,1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,5407.0,5407.0
1799,1.01,Premium,F,VS2,62.0,59.0,6.45,6.38,3.98,6130.0,6130.0
1800,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,-843.0,-843.0
1801,1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,5613.0,5613.0
1802,0.46,Ideal,G,VVS1,62.0,54.0,4.97,5.0,3.09,2210.0,2210.0
1803,0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,2313.0,2313.0
1804,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,5937.0,5937.0
1805,0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,578.0,578.0
1806,0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,3677.0,3677.0
1807,1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,10099.0,10099.0
1808,0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,486.0,486.0
1809,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,1899.0,1899.0
1810,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,323.0,323.0
1811,0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,4835.0,4835.0
1812,0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,2957.0,2957.0
1813,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,101.0,101.0
1814,1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,11091.0,11091.0
1815,0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,3263.0,3263.0
1816,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,35.0,35.0
1817,0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,1877.0,1877.0
1818,0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,1757.0,1757.0
1819,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,1287.0,1287.0
1820,0.25,Good,D,VVS2,64.6,56.0,3.97,3.99,2.57,863.0,863.0
1821,0.33,Ideal,H,VVS1,62.5,56.0,4.42,4.44,2.77,763.0,763.0
1822,0.78,Ideal,H,VVS2,62.1,56.0,5.88,5.9,3.66,4267.0,4267.0
1823,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,5364.0,5364.0
1824,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,4307.0,4307.0
1825,0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,1696.0,1696.0
1826,0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,735.0,735.0
1827,0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,285.0,285.0
1828,0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,5035.0,5035.0
1829,0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,3897.0,3897.0
1830,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,609.0,609.0
1831,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,1129.0,1129.0
1832,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,2349.0,2349.0
1833,0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,2465.0,2465.0
1834,0.3,Ideal,G,VVS2,62.9,55.0,4.31,4.28,2.7,983.0,983.0
1835,2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,18015.0,18015.0
1836,0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,737.0,737.0
1837,0.58,Ideal,F,VS1,60.3,57.0,5.47,5.44,3.29,2865.0,2865.0
1838,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,892.0,892.0
1839,1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,6131.0,6131.0
1840,0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,227.0,227.0
1841,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,4279.0,4279.0
1842,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,7193.0,7193.0
1843,1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,6719.0,6719.0
1844,0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,2877.0,2877.0
1845,1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,4267.0,4267.0
1846,1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,4148.0,4148.0
1847,0.42,Ideal,H,VS2,62.1,54.0,4.82,4.84,3.0,683.0,683.0
1848,0.43,Ideal,H,VVS2,62.3,55.0,4.85,4.82,3.01,1416.0,1416.0
1849,0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,1631.0,1631.0
1850,0.34,Ideal,F,VS2,62.1,56.0,4.45,4.47,2.77,835.0,835.0
1851,1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,7654.0,7654.0
1852,1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,4726.0,4726.0
1853,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1655.0,1655.0
1854,0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,1001.0,1001.0
1855,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,8279.0,8279.0
1856,0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,907.0,907.0
1857,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,1120.0,1120.0
1858,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,1187.0,1187.0
1859,0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,505.0,505.0
1860,2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,14769.0,14769.0
1861,0.53,Ideal,G,VS2,60.1,54.0,5.31,5.3,3.19,2027.0,2027.0
1862,0.33,Ideal,F,VVS2,61.3,56.0,4.44,4.46,2.73,1473.0,1473.0
1863,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,1617.0,1617.0
1864,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,11055.0,11055.0
1865,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,997.0,997.0
1866,1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,5891.0,5891.0
1867,0.71,Ideal,I,VS1,62.2,54.0,5.71,5.75,3.56,2814.0,2814.0
1868,0.31,Ideal,G,VS1,61.0,56.0,4.4,4.35,2.67,735.0,735.0
1869,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,5005.0,5005.0
1870,0.25,Very Good,G,VVS1,60.6,55.0,4.12,4.14,2.5,704.0,704.0
1871,0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,245.0,245.0
1872,0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,-1309.0,-1309.0
1873,1.0,Very Good,F,VS1,60.4,59.0,6.4,6.51,3.9,6466.0,6466.0
1874,1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,6743.0,6743.0
1875,0.74,Ideal,F,VS1,62.0,57.0,5.81,5.78,3.6,4201.0,4201.0
1876,0.3,Ideal,G,VVS2,62.6,53.0,4.31,4.35,2.71,1049.0,1049.0
1877,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,3801.0,3801.0
1878,1.02,Fair,I,SI2,64.5,56.0,6.28,6.25,4.04,2791.0,2791.0
1879,0.58,Ideal,I,VS2,61.8,55.0,5.36,5.38,3.32,1399.0,1399.0
1880,0.51,Ideal,D,SI1,61.9,54.0,5.14,5.2,3.19,1751.0,1751.0
1881,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,1093.0,1093.0
1882,1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09,7027.0,7027.0
1883,0.36,Ideal,G,IF,61.5,56.0,4.59,4.62,2.83,1808.0,1808.0
1884,1.6,Good,E,SI1,63.6,58.0,7.44,7.38,4.71,10982.0,10982.0
1885,0.51,Premium,I,SI1,61.3,58.0,5.16,5.11,3.15,99.0,99.0
1886,1.16,Premium,G,VS2,59.9,60.0,6.88,6.85,4.11,7288.0,7288.0
1887,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,826.0,826.0
1888,0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,793.0,793.0
1889,0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67,3783.0,3783.0
1890,2.1,Premium,F,SI2,62.1,59.0,8.16,8.18,5.07,15163.0,15163.0
1891,0.65,Ideal,J,SI1,61.4,55.0,5.58,5.62,3.44,479.0,479.0
1892,0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,3541.0,3541.0
1893,0.31,Ideal,E,IF,60.4,56.0,4.43,4.38,2.66,1757.0,1757.0
1894,0.33,Premium,G,SI1,61.1,59.0,4.45,4.42,2.71,-174.0,-174.0
1895,0.84,Very Good,D,SI2,63.6,57.0,5.95,6.0,3.8,3354.0,3354.0
1896,0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,479.0,479.0
1897,1.03,Ideal,G,SI1,60.1,59.0,6.6,6.57,3.96,5608.0,5608.0
1898,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,727.0,727.0
1899,1.0,Fair,H,SI1,65.5,57.0,6.26,6.21,4.08,3967.0,3967.0
1900,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27,2184.0,2184.0
1901,0.4,Ideal,G,VS1,62.4,57.0,4.74,4.72,2.95,1267.0,1267.0
1902,1.41,Ideal,H,VS1,60.7,56.0,7.31,7.22,1.41,9882.0,9882.0
1903,0.43,Very Good,E,VVS1,60.3,58.0,4.86,4.93,2.95,2155.0,2155.0
1904,0.5,Ideal,G,VVS2,61.0,56.0,5.13,5.14,3.13,2464.0,2464.0
1905,0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,3187.0,3187.0
1906,1.02,Ideal,G,SI1,60.6,59.0,6.55,6.52,3.96,5515.0,5515.0
1907,0.58,Ideal,H,SI1,62.2,57.0,5.34,5.37,3.33,1261.0,1261.0
1908,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,8187.0,8187.0
1909,0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,2313.0,2313.0
1910,0.37,Ideal,D,SI1,61.5,57.0,4.63,4.6,2.84,675.0,675.0
1911,0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,3480.0,3480.0
1912,0.35,Ideal,H,IF,61.7,56.0,4.53,4.55,2.8,1254.0,1254.0
1913,0.28,Very Good,F,VS2,61.7,58.0,4.17,4.19,2.58,317.0,317.0
1914,0.71,Very Good,E,VS2,59.4,58.0,5.76,5.82,3.44,3687.0,3687.0
1915,1.01,Premium,F,VS2,58.9,58.0,6.59,6.51,3.86,6213.0,6213.0
1916,0.26,Ideal,E,VVS2,61.6,57.0,4.13,4.18,2.56,1034.0,1034.0
